0000 • 防御 - Corpus @ Gulliver, 火卫一 (未评级)
1700 • 生存 - Infestation @ Zabala, 阋神星 (未评级)
1800 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
1900 • 拦截 - Grineer @ Umbriel, 天王星 (未评级)
2000 • 拦截 - Corpus @ Callisto, 木星 (未评级)
2100 • 防御 - Infestation @ Sinai, 木星 (未评级)
2200 • 元素转换 - 低语者 @ 异化区, 火卫二 (未评级)
2300 • 叛逃 - Infestation @ Caracol, 土星 (未评级)
0000 • 防御 - Infestation @ Sinai, 木星 (未评级)
0100 • 生存 - Infestation @ Assur, 天王星 (未评级)
0200 • 防御 - Grineer @ Casta, 谷神星 (未评级)
0300 • 防御 - Infestation @ Romula, 金星 (未评级)
0400 • 生存 - Grineer @ Selkie, 赛德娜 (未评级)
0500 • 防御 - Corpus @ Proteus, 海王星 (未评级)
0600 • 生存 - Corpus @ Stickney, 火卫一 (未评级)
0700 • 防御 - Infestation @ Sinai, 木星 (未评级)
0800 • 生存 - Infestation @ Gabii, 谷神星 (未评级)
0900 • 防御 - Infestation @ Lares, 水星 (未评级)
1000 • 生存 - Corpus @ Tycho, 月球 (未评级)
1100 • 生存 - Corpus @ Tycho, 月球 (未评级)
1200 • 生存 - 奥罗金 @ 死灵塔, 虚空 (未评级)
1300 • 生存 - Corpus @ Palus, 冥王星 (未评级)
1400 • 生存 - Corpus @ Stickney, 火卫一 (未评级)
1500 • 防御 - Infestation @ Romula, 金星 (未评级)
1600 • 拦截 - Corpus @ Cytherean, 金星 (未评级)
1700 • 拦截 - Grineer @ Alator, 火星 (未评级)
1800 • 叛逃 - Infestation @ Caracol, 土星 (未评级)
1900 • 生存 - Infestation @ Wahiba, 火星 (未评级)
2000 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
2100 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
2200 • 防御 - Infestation @ Sangeru, 赛德娜 (未评级)
2300 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
0000 • 防御 - Corpus @ Io, 木星 (未评级)
0100 • 拦截 - Corpus @ Cytherean, 金星 (未评级)
0200 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
0300 • 防御 - Infestation @ Sechura, 冥王星 (未评级)
0400 • 中断 - Corpus @ Apollo, 月球 (未评级)
0500 • 防御 - Infestation @ Kala-azar, 阋神星 (未评级)
0600 • 防御 - 奥罗金 @ 雷争塔, 虚空 (未评级)
0700 • 拦截 - Grineer @ Cinxia, 谷神星 (未评级)
0800 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
0900 • 拦截 - Corpus @ Cytherean, 金星 (未评级)
1000 • 挖掘 - Corpus @ Despina, 海王星 (未评级)
1100 • 镜像防御 - 低语者 @ 墓垒, 火卫二 (未评级)
1200 • 防御 - Infestation @ Seimeni, 谷神星 (未评级)
1300 • 生存 - Corpus @ V Prime, 金星 (未评级)
1400 • 生存 - Grineer @ Draco, 谷神星 (未评级)
1500 • 叛逃 - Infestation @ Memphis, 火卫一 (未评级)
1600 • 生存 - Infestation @ Apollodorus, 水星 (未评级)
1700 • 生存 - Infestation @ Apollodorus, 水星 (未评级)
1800 • 防御 - Corpus @ Proteus, 海王星 (未评级)
1900 • 生存 - Grineer @ Selkie, 赛德娜 (未评级)
2000 • 拦截 - Grineer @ Odin, 水星 (未评级)
2100 • 防御 - Grineer @ Stephano, 天王星 (未评级)
2200 • 生存 - Corpus @ Stickney, 火卫一 (未评级)
2300 • 挖掘 - Corpus @ Valefor, 欧罗巴 (未评级)
0000 • 叛逃 - Infestation @ Yursa, 海王星 (未评级)
0100 • 防御 - Infestation @ Kadesh, 火星 (未评级)
0200 • 生存 - Infestation @ Gabii, 谷神星 (未评级)
0300 • 生存 - Infestation @ Zeugma, 火卫一 (未评级)
0400 • 生存 - Infestation @ Gabii, 谷神星 (未评级)
0500 • 挖掘 - Grineer @ Augustus, 火星 (未评级)
0600 • 防御 - Grineer @ Casta, 谷神星 (未评级)
0700 • 挖掘 - Corpus @ Kiliken, 金星 (未评级)
0800 • 拦截 - Grineer @ Berehynia, 赛德娜 (未评级)
0900 • 拦截 - Grineer @ Odin, 水星 (未评级)
1000 • 防御 - Grineer @ Stephano, 天王星 (未评级)
1100 • 防御 - 奥罗金 @ 光神塔, 虚空 (未评级)
1200 • 防御 - Corpus @ Outer Terminus, 冥王星 (未评级)
1300 • 拦截 - Grineer @ Berehynia, 赛德娜 (未评级)
1400 • 防御 - Infestation @ Lares, 水星 (未评级)
1500 • 防御 - Corpus @ Paimon, 欧罗巴 (未评级)
1600 • 拦截 - Grineer @ Rhea, 土星 (未评级)
1700 • 挖掘 - Corpus @ Kiliken, 金星 (未评级)
1800 • 防御 - Infestation @ Larzac, 欧罗巴 (未评级)
1900 • 生存 - 奥罗金 @ 阿尼塔, 虚空 (未评级)
2000 • 挖掘 - Corpus @ Kiliken, 金星 (未评级)
2100 • 防御 - Infestation @ Romula, 金星 (未评级)
2200 • 生存 - Corpus @ Tycho, 月球 (未评级)
2300 • 叛逃 - Infestation @ Caracol, 土星 (未评级)
0000 • 虚空覆涌 - Grineer @ 涂沃主厅, 扎里曼号 (未评级)
0100 • 中断 - Infestation @ Ur, 天王星 (未评级)
0200 • 拦截 - Grineer @ Alator, 火星 (未评级)
0300 • 防御 - 奥罗金 @ 雷争塔, 虚空 (未评级)
0400 • 防御 - Infestation @ Akkad, 阋神星 (未评级)
0500 • 生存 - Corpus @ Stickney, 火卫一 (未评级)
0600 • 防御 - Infestation @ Sinai, 木星 (未评级)
0700 • 挖掘 - Infestation @ Hieracon, 冥王星 (未评级)
0800 • 防御 - Infestation @ Larzac, 欧罗巴 (未评级)
0900 • 叛逃 - Infestation @ Memphis, 火卫一 (未评级)
1000 • 防御 - Corpus @ Io, 木星 (未评级)
1100 • 拦截 - Corpus @ Callisto, 木星 (未评级)
1200 • 生存 - Grineer @ Draco, 谷神星 (未评级)
1300 • 生存 - Infestation @ Assur, 天王星 (未评级)
1400 • 中断 - Corpus @ Apollo, 月球 (未评级)
1500 • 防御 - Corpus @ Gulliver, 火卫一 (未评级)
1600 • 防御 - Corpus @ Io, 木星 (未评级)
1700 • 生存 - Infestation @ Apollodorus, 水星 (未评级)
1800 • 防御 - Infestation @ Hyf, 火卫二 (未评级)
1900 • 拦截 - Corpus @ Cytherean, 金星 (未评级)
2000 • 防御 - Infestation @ Romula, 金星 (未评级)
2100 • 防御 - Corpus @ Outer Terminus, 冥王星 (未评级)
2200 • 防御 - 奥罗金 @ 雷争塔, 虚空 (未评级)
2300 • 挖掘 - Corpus @ Kiliken, 金星 (未评级)
0000 • 防御 - Infestation @ Seimeni, 谷神星 (未评级)
0100 • 防御 - 奥罗金 @ 雷争塔, 虚空 (未评级)
0200 • 拦截 - Corpus @ Callisto, 木星 (未评级)
0300 • 防御 - Infestation @ Kala-azar, 阋神星 (未评级)
0400 • 防御 - Infestation @ Hyf, 火卫二 (未评级)
0500 • 防御 - Corpus @ Gulliver, 火卫一 (未评级)
0600 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
0700 • 防御 - Corpus @ Outer Terminus, 冥王星 (未评级)
0800 • 防御 - Infestation @ Akkad, 阋神星 (未评级)
0900 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
1000 • 生存 - Grineer @ Draco, 谷神星 (未评级)
1100 • 防御 - Infestation @ Lares, 水星 (未评级)
1200 • 中断 - Corpus @ Apollo, 月球 (未评级)
1300 • 虚空覆涌 - Grineer @ 涂沃主厅, 扎里曼号 (未评级)
1400 • 防御 - Infestation @ Larzac, 欧罗巴 (未评级)
1500 • 挖掘 - Corpus @ Despina, 海王星 (未评级)
1600 • 防御 - Corpus @ Gulliver, 火卫一 (未评级)
1700 • 生存 - Corpus @ Palus, 冥王星 (未评级)
1800 • 叛逃 - Infestation @ Memphis, 火卫一 (未评级)
1900 • 挖掘 - Infestation @ Tikal, 地球 (未评级)
2000 • 拦截 - Corpus @ Ose, 欧罗巴 (未评级)
2100 • 防御 - Infestation @ Hyf, 火卫二 (未评级)
2200 • 防御 - Grineer @ Hydron, 赛德娜 (未评级)
2300 • 挖掘 - Infestation @ Tikal, 地球 (未评级)
0000 • 生存 - 奥罗金 @ 阿尼塔, 虚空 (未评级)
0100 • 生存 - Grineer @ Selkie, 赛德娜 (未评级)
0200 • 拦截 - Grineer @ Umbriel, 天王星 (未评级)
0300 • 防御 - Infestation @ Coba, 地球 (未评级)
0400 • 防御 - Corpus @ Paimon, 欧罗巴 (未评级)
0500 • 防御 - Grineer @ Stöfler, 月球 (未评级)
0600 • 防御 - Infestation @ Romula, 金星 (未评级)
0700 • 防御 - Grineer @ Helene, 土星 (未评级)
0800 • 防御 - 奥罗金 @ 雷争塔, 虚空 (未评级)
0900 • 生存 - 奥罗金 @ 阿尼塔, 虚空 (未评级)
1000 • 生存 - Infestation @ Zeugma, 火卫一 (未评级)
1100 • 生存 - Infestation @ Malva, 金星 (未评级)
1200 • 拦截 - Grineer @ Odin, 水星 (未评级)
1300 • 拦截 - Grineer @ Alator, 火星 (未评级)
1400 • 生存 - Infestation @ Wahiba, 火星 (未评级)
1500 • 拦截 - Grineer @ Alator, 火星 (未评级)
1600 • 挖掘 - Grineer @ Augustus, 火星 (未评级)
1700 • 挖掘 - Infestation @ Tikal, 地球 (未评级)
1800 • 防御 - Grineer @ Stephano, 天王星 (未评级)
1900 • 挖掘 - Corpus @ Valefor, 欧罗巴 (未评级)
2000 • 防御 - Grineer @ Stephano, 天王星 (未评级)
2100 • 防御 - Infestation @ Seimeni, 谷神星 (未评级)
2200 • 挖掘 - Grineer @ Everest, 地球 (未评级)
2300 • 拦截 - Corpus @ Cytherean, 金星 (未评级)
0000 • 生存 - Infestation @ Assur, 天王星 (未评级)
0100 • 拦截 - Corpus @ Ose, 欧罗巴 (未评级)
0200 • 虚空洪流 - Grineer @ 永视弧域, 扎里曼号 (未评级)
0300 • 拦截 - Grineer @ Gaia, 地球 (未评级)
0400 • 拦截 - Grineer @ Umbriel, 天王星 (未评级)
0500 • 拦截 - Corpus @ Cytherean, 金星 (未评级)
0600 • 拦截 - Grineer @ Odin, 水星 (未评级)
0700 • 生存 - 奥罗金 @ 阿尼塔, 虚空 (未评级)
0800 • 生存 - Corpus @ Palus, 冥王星 (未评级)
0900 • 防御 - Infestation @ Sangeru, 赛德娜 (未评级)
1000 • 挖掘 - Corpus @ Despina, 海王星 (未评级)
1100 • 防御 - Grineer @ Stephano, 天王星 (未评级)
1200 • 防御 - Infestation @ Lares, 水星 (未评级)
1300 • 生存 - Infestation @ Kelashin, 海王星 (未评级)
1400 • 防御 - Corpus @ Tessera, 金星 (未评级)
1500 • 生存 - Grineer @ Draco, 谷神星 (未评级)
1600 • 防御 - Infestation @ Kadesh, 火星 (未评级)
1700 • 生存 - Infestation @ Malva, 金星 (未评级)
1800 • 生存 - Corpus @ Tycho, 月球 (未评级)
1900 • 防御 - Infestation @ Sangeru, 赛德娜 (未评级)
2000 • 生存 - Corpus @ Stickney, 火卫一 (未评级)
2100 • 生存 - Infestation @ Amarna, 赛德娜 (未评级)
2200 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
2300 • 生存 - Infestation @ Zeugma, 火卫一 (未评级)
0000 • 叛逃 - Infestation @ Memphis, 火卫一 (未评级)
0100 • 防御 - Infestation @ Lares, 水星 (未评级)
0200 • 拦截 - Grineer @ Umbriel, 天王星 (未评级)
0300 • 生存 - 奥罗金 @ 死灵塔, 虚空 (未评级)
0400 • 生存 - Infestation @ Zeugma, 火卫一 (未评级)
0500 • 防御 - Grineer @ Casta, 谷神星 (未评级)
0600 • 拦截 - Grineer @ Gaia, 地球 (未评级)
0700 • 挖掘 - Corpus @ Despina, 海王星 (未评级)
0800 • 防御 - Infestation @ Kadesh, 火星 (未评级)
0900 • 中断 - Infestation @ Ur, 天王星 (未评级)
1000 • 防御 - Infestation @ Hyf, 火卫二 (未评级)
1100 • 生存 - Corpus @ V Prime, 金星 (未评级)
1200 • INFESTED 资源回收 - Infestation @ Oestrus, 阋神星 (未评级)
1300 • 中断 - Corpus @ Laomedeia, 海王星 (未评级)
1400 • 防御 - Corpus @ Outer Terminus, 冥王星 (未评级)
1500 • 虚空洪流 - Grineer @ 永视弧域, 扎里曼号 (未评级)
1600 • 生存 - Infestation @ Malva, 金星 (未评级)
1700 • 防御 - Infestation @ Sangeru, 赛德娜 (未评级)
1800 • 生存 - Infestation @ Nimus, 阋神星 (未评级)
1900 • 防御 - 奥罗金 @ 光神塔, 虚空 (未评级)
2000 • INFESTED 资源回收 - Infestation @ Oestrus, 阋神星 (未评级)
2100 • 防御 - Infestation @ Seimeni, 谷神星 (未评级)
2200 • 拦截 - Corpus @ Ose, 欧罗巴 (未评级)
2300 • 叛逃 - Infestation @ Caracol, 土星 (未评级)
0000 • 生存 - Infestation @ Assur, 天王星 (未评级)
0100 • 中断 - Corpus @ Laomedeia, 海王星 (未评级)
0200 • 防御 - Grineer @ Hydron, 赛德娜 (未评级)
0300 • 防御 - Corpus @ Outer Terminus, 冥王星 (未评级)
0400 • 叛逃 - Infestation @ Yursa, 海王星 (未评级)
0500 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
0600 • 防御 - Grineer @ Casta, 谷神星 (未评级)
0700 • 防御 - Corpus @ Io, 木星 (未评级)
0800 • 防御 - Grineer @ Hydron, 赛德娜 (未评级)
0900 • 拦截 - Grineer @ Gaia, 地球 (未评级)
1000 • 拦截 - Grineer @ Umbriel, 天王星 (未评级)
1100 • 防御 - Grineer @ Lith, 地球 (未评级)
1200 • 防御 - Grineer @ Hydron, 赛德娜 (未评级)
1300 • 防御 - Grineer @ Lith, 地球 (未评级)
1400 • 生存 - Infestation @ Zeugma, 火卫一 (未评级)
1500 • 拦截 - Grineer @ Alator, 火星 (未评级)
1600 • 防御 - Infestation @ Kadesh, 火星 (未评级)
1700 • 拦截 - Corpus @ Ose, 欧罗巴 (未评级)
1800 • 生存 - Corpus @ Stickney, 火卫一 (未评级)
1900 • 拦截 - 奥罗金 @ 光理塔, 虚空 (未评级)
2000 • 生存 - Grineer @ Titan, 土星 (未评级)
2100 • 防御 - Infestation @ Kala-azar, 阋神星 (未评级)
2200 • 防御 - Grineer @ Stephano, 天王星 (未评级)
2300 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
0000 • 防御 - Grineer @ Helene, 土星 (未评级)
0100 • 防御 - 奥罗金 @ 雷争塔, 虚空 (未评级)
0200 • 生存 - 奥罗金 @ 阿尼塔, 虚空 (未评级)
0300 • 拦截 - 奥罗金 @ 光理塔, 虚空 (未评级)
0400 • 虚空决战 - Grineer @ 奥金工场, 扎里曼号 (未评级)
0500 • 拦截 - Grineer @ Rhea, 土星 (未评级)
0600 • 挖掘 - Infestation @ Hieracon, 冥王星 (未评级)
0700 • 防御 - Infestation @ Hyf, 火卫二 (未评级)
0800 • 拦截 - Corpus @ Ose, 欧罗巴 (未评级)
0900 • 防御 - Corpus @ Outer Terminus, 冥王星 (未评级)
1000 • 防御 - Grineer @ Hydron, 赛德娜 (未评级)
1100 • 防御 - Grineer @ Spear, 火星 (未评级)
1200 • 防御 - 奥罗金 @ 雷争塔, 虚空 (未评级)
1300 • 防御 - Infestation @ Lares, 水星 (未评级)
1400 • 生存 - Corpus @ Stickney, 火卫一 (未评级)
1500 • 防御 - Infestation @ Sinai, 木星 (未评级)
1600 • 生存 - Infestation @ Nimus, 阋神星 (未评级)
1700 • 防御 - Infestation @ Sangeru, 赛德娜 (未评级)
1800 • 中断 - Corpus @ Ganymede, 木星 (未评级)
1900 • 中断 - Corpus @ Laomedeia, 海王星 (未评级)
2000 • 生存 - Infestation @ Piscinas, 土星 (未评级)
2100 • 生存 - Corpus @ Palus, 冥王星 (未评级)
2200 • 防御 - Grineer @ Casta, 谷神星 (未评级)
2300 • 挖掘 - Grineer @ Augustus, 火星 (未评级)
0000 • 防御 - Corpus @ Tessera, 金星 (未评级)
0100 • 生存 - Infestation @ Assur, 天王星 (未评级)
0200 • 防御 - Corpus @ Paimon, 欧罗巴 (未评级)
0300 • 中断 - Infestation @ Ur, 天王星 (未评级)
0400 • 生存 - Infestation @ Wahiba, 火星 (未评级)
0500 • 防御 - Grineer @ Lith, 地球 (未评级)
0600 • 生存 - Corpus @ Tycho, 月球 (未评级)
0700 • 防御 - Infestation @ Lares, 水星 (未评级)
0800 • 生存 - Infestation @ Gabii, 谷神星 (未评级)
0900 • 拦截 - Grineer @ Berehynia, 赛德娜 (未评级)
1000 • 拦截 - Grineer @ Umbriel, 天王星 (未评级)
1100 • 防御 - Corpus @ Io, 木星 (未评级)
1200 • 拦截 - Corpus @ Ose, 欧罗巴 (未评级)
1300 • 防御 - Infestation @ Lares, 水星 (未评级)
1400 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
1500 • 挖掘 - Grineer @ Augustus, 火星 (未评级)
1600 • 生存 - Infestation @ Zabala, 阋神星 (未评级)
1700 • 虚空覆涌 - Grineer @ 涂沃主厅, 扎里曼号 (未评级)
1800 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
1900 • 拦截 - Grineer @ Berehynia, 赛德娜 (未评级)
2000 • 生存 - Infestation @ Assur, 天王星 (未评级)
2100 • 生存 - Infestation @ Zeugma, 火卫一 (未评级)
2200 • 防御 - Corpus @ Io, 木星 (未评级)
2300 • 挖掘 - Grineer @ Everest, 地球 (未评级)
0000 • 叛逃 - Infestation @ Yursa, 海王星 (未评级)
0100 • 防御 - Corpus @ Gulliver, 火卫一 (未评级)
0200 • 中断 - Corpus @ Apollo, 月球 (未评级)
0300 • 生存 - Infestation @ Zabala, 阋神星 (未评级)
0400 • 中断 - Corpus @ Apollo, 月球 (未评级)
0500 • 生存 - Infestation @ Kelashin, 海王星 (未评级)
0600 • 防御 - Infestation @ Hyf, 火卫二 (未评级)
0700 • 生存 - Corpus @ Tycho, 月球 (未评级)
0800 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
0900 • 生存 - Infestation @ Malva, 金星 (未评级)
1000 • 防御 - Corpus @ Gulliver, 火卫一 (未评级)
1100 • 拦截 - Grineer @ Rhea, 土星 (未评级)
1200 • 拦截 - 奥罗金 @ 光理塔, 虚空 (未评级)
1300 • 防御 - Infestation @ Larzac, 欧罗巴 (未评级)
1400 • 防御 - Grineer @ Stöfler, 月球 (未评级)
1500 • 生存 - Infestation @ Gabii, 谷神星 (未评级)
1600 • 防御 - Infestation @ Romula, 金星 (未评级)
1700 • 生存 - Infestation @ Nimus, 阋神星 (未评级)
1800 • 防御 - Infestation @ Lares, 水星 (未评级)
1900 • 防御 - Infestation @ Lares, 水星 (未评级)
2000 • 防御 - Grineer @ Helene, 土星 (未评级)
2100 • 生存 - Corpus @ Elara, 木星 (未评级)
2200 • 生存 - Corpus @ Elara, 木星 (未评级)
2300 • 防御 - Infestation @ Lares, 水星 (未评级)
0000 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
0100 • 生存 - Corpus @ Elara, 木星 (未评级)
0200 • 防御 - Corpus @ Io, 木星 (未评级)
0300 • 中断 - Infestation @ Ur, 天王星 (未评级)
0400 • 叛逃 - Infestation @ Caracol, 土星 (未评级)
0500 • 生存 - Infestation @ Kelashin, 海王星 (未评级)
0600 • 虚空覆涌 - Grineer @ 涂沃主厅, 扎里曼号 (未评级)
0700 • 中断 - Corpus @ Laomedeia, 海王星 (未评级)
0800 • 防御 - Grineer @ Helene, 土星 (未评级)
0900 • 中断 - Corpus @ Apollo, 月球 (未评级)
1000 • 拦截 - Corpus @ Cerberus, 冥王星 (未评级)
1100 • 生存 - Infestation @ Assur, 天王星 (未评级)
1200 • 生存 - Infestation @ Apollodorus, 水星 (未评级)
1300 • 防御 - Infestation @ Lares, 水星 (未评级)
1400 • 防御 - Grineer @ Hydron, 赛德娜 (未评级)
1500 • 叛逃 - Infestation @ Memphis, 火卫一 (未评级)
1600 • 生存 - Corpus @ Tycho, 月球 (未评级)
1700 • 挖掘 - Grineer @ Everest, 地球 (未评级)
1800 • 防御 - Infestation @ Hyf, 火卫二 (未评级)
1900 • 生存 - Infestation @ Zeugma, 火卫一 (未评级)
2000 • 叛逃 - Infestation @ Memphis, 火卫一 (未评级)
2100 • 防御 - Infestation @ Larzac, 欧罗巴 (未评级)
2200 • 生存 - Grineer @ Selkie, 赛德娜 (未评级)
2300 • 中断 - Grineer @ Kappa, 赛德娜 (未评级)
0000 • 防御 - Corpus @ Tessera, 金星 (未评级)
0100 • 叛逃 - Infestation @ Caracol, 土星 (未评级)
0200 • 生存 - Infestation @ Apollodorus, 水星 (未评级)
0300 • 叛逃 - Infestation @ Memphis, 火卫一 (未评级)
0400 • 生存 - Infestation @ Gabii, 谷神星 (未评级)
0500 • 防御 - Grineer @ Stephano, 天王星 (未评级)
0600 • 生存 - Infestation @ Terrorem, 火卫二 (未评级)
0700 • 中断 - Corpus @ Apollo, 月球 (未评级)
0800 • 生存 - Corpus @ Tycho, 月球 (未评级)
0900 • 防御 - Infestation @ Larzac, 欧罗巴 (未评级)
